"id","code","name","name_cn","parent_id","enabled","dest"
846,"35.220.21","Magnetic disks","磁盘",820,1,"Including flexible disks, diskettes, disk packs, disk cartridges, etc."
847,"35.220.22","Magnetic tapes","磁带",820,1,
848,"35.220.23","Cassettes and cartridges for magnetic tapes","盒式磁带和磁带盒",820,1,
849,"35.220.30","Optical storage devices","光学存储设备",820,1,"Including CD and magneto-optical devices (MO)"
850,"35.220.99","Other data storage devices","其他数据存储装置",820,1,
852,"35.240.01","Application of information technology in general","信息技术应用综合",821,1,
853,"35.240.10","Computer-aided design (CAD)","计算机辅助设计(CAD)",821,1,
854,"35.240.15","Identification cards. Chip cards. Biometrics","识别卡和有关装置",821,1,"Including application of cards for banking, trade, telecommunications, transport, etc."
855,"35.240.20","IT applications in office work","信息技术在办公中的应用",821,1,"Including text processing systems, text communication, text presentation, Office Document Architecture (ODA), etc."
856,"35.240.30","IT applications in information, documentation and publishing","信息技术在信息、文献和出版中的应用",821,1,"Including Standard Generalized Markup Language (SGML), Extensible Markup Language (XML), automatic translation machines, etc."
857,"35.240.40","IT applications in banking","信息技术在银行中的应用",821,1,"Including automatic banking facilities 
Identification cards for banking purposes, see 35.240.15"
858,"35.240.50","IT applications in industry","信息技术在工业上的应用",821,1,"Including design automation"
859,"35.240.60","IT applications in transport","信息技术在运输和贸易中的应用",821,1,
860,"35.240.70","IT applications in science","信息技术在自然科学中的应",821,1,"Including digital geographic information"
861,"35.240.80","IT applications in health care technology","信息技术在保健技术中",821,1,"Including computer tomography"
862,"35.240.99","IT applications in other fields","信息技术在其他领域中的应用",821,1,
864,"37.020","Optical equipment","光学设备",16,1,"Including microscopes, telescopes, binoculars, optical materials, optical components and optical systems 
Ophthalmic equipment, see 11.040.70 
Optical measuring instruments, see 17.180.30 
Photographic equipment lenses, see 37.040.10"
865,"37.040","Photography","摄影技术",16,1,"Photographic studios, see 97.200.10"
866,"37.060","Cinematography","电影",16,1,"Cinematographic studios, see 97.200.10"
867,"37.080","Document imaging applications","文献成象技术",16,1,"Including micrographic, electronic and optical applications 
Optical storage devices, see 35.220.30"
868,"37.100","Graphic technology","印制技术",16,1,
871,"37.040.01","Photography in general","摄影技术综合",865,1,
872,"37.040.10","Photographic equipment. Projectors","摄影设备、投影仪",865,1,
873,"37.040.20","Photographic paper, films and plates. Cartridges","相纸、胶卷和暗盒",865,1,
874,"37.040.25","Radiographic films","射线照相胶片",865,1,"Including dental, medical and industrial radiographic films"
875,"37.040.30","Photographic chemicals","摄影用药品",865,1,
876,"37.040.99","Other standards related to photography","有关摄影技术的其他标准",865,1,
878,"37.060.01","Cinematography in general","电影综合",866,1,
879,"37.060.10","Motion picture equipment","电影设备",866,1,
880,"37.060.20","Motion picture films. Cartridges","电影胶片、暗盒",866,1,
881,"37.060.99","Other standards related to cinematography","有关电影的其他标准",866,1,
884,"37.100.01","Graphic technology in general","印制技术综合",868,1,"Including proof corrections"
885,"37.100.10","Reproduction equipment","印刷、复制设备",868,1,"Including printing, copying and duplicating machines, bookbinding equipment, etc."
886,"37.100.20","Materials for graphic technology","印制材料",868,1,"Inks, see 87.080"
887,"37.100.99","Other standards related to graphic technology","有关印刷技术的其他标准",868,1,
888,"39.020","Precision mechanics","精密机械",17,1,"Including microsystems"
889,"39.040","Horology","钟表学",17,1,
890,"39.060","Jewellery","珠宝",17,1,"Including precious metals, precious and semi-precious stones 
Industrial diamonds, see 25.100"
893,"39.040.01","Horology in general","钟表学综合",889,1,
894,"39.040.10","Watches","手表",889,1,
895,"39.040.20","Clocks","钟",889,1,
896,"39.040.99","Other time-measuring instruments","其他计时仪器",889,1,
898,"43.020","Road vehicles in general","道路车辆综合",18,1,"Including testing and recycling of road vehicles 
Transport exhaust emissions, see 13.040.50 
Road transport, see 03.220.20"
899,"43.040","Road vehicle systems","道路车辆装置",18,1,"Electric road vehicle systems, see 43.120 
Motorcycle and moped systems, see 43.140 
Cycle systems, see 43.150"
900,"43.060","Internal combustion engines for road vehicles","道路车辆内燃机",18,1,"Standards for internal combustion engines for general use, see 27.020"
901,"43.080","Commercial vehicles","商用车辆",18,1,"Road vehicle systems, see 43.040 
Tyres for road vehicles, see 83.160.10"
902,"43.100","Passenger cars. Caravans and light trailers","旅行客车、篷车和轻型挂车",18,1,"Road vehicle systems, see 43.040 
Tyres for road vehicles, see 83.160.10 
Camping equipment, see 97.200.30"
903,"43.120","Electric road vehicles","电车",18,1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
904,"43.140","Motorcycles and mopeds","摩托车和机动自行车",18,1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
905,"43.150","Cycles","自行车",18,1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
906,"43.160","Special purpose vehicles","专用汽车",18,1,"Including waste collection vehicles and components and systems for special purpose vehicles 
Fire-fighting vehicles, see 13.220.10 
Earth-moving machinery, see 53.100 
Mobile cranes, see 53.020.20 
Agricultural tractors and trailed vehicles, see 65.060.10"
907,"43.180","Diagnostic, maintenance and test equipment","检查、维修和试验设备",18,1,"Including repairing facilities 
Petrol stations, see 75.200"
910,"43.040.01","Road vehicle systems in general","道路车辆装置综合",899,1,
911,"43.040.10","Electrical and electronic equipment","电气和电子设备",899,1,
912,"43.040.20","Car informatics. On board computer systems","照明、信号和报警设备",899,1,"Including navigation systems, car radio, etc."
913,"43.040.30","Lighting, signalling and warning devices","指示和控制装置",899,1,
914,"43.040.40","Indicating and control devices","制动系统",899,1,
915,"43.040.50","Braking systems","传动装置、悬挂装置",899,1,
916,"43.040.60","Transmissions, suspensions","车身及车身附件",899,1,"Including clutches, gearboxes, power-steering systems, cardan shafts, differentials, wheels, rims, etc. 
Tyres for road vehicles, see 83.160.10"
917,"43.040.70","Couplings","联轴器",899,1,"Including towing attachments and fifth wheel assemblies"
918,"43.040.99","Other road vehicle systems","其他道路车辆装置",899,1,
920,"43.060.01","Internal combustion engines for road vehicles in general","道路车辆内燃机综合",900,1,
921,"43.060.10","Engine block and internal components","气缸体和内部组件",900,1,
922,"43.060.20","Pressure charging and air/exhaust gas ducting systems","增压冲气、进气/排气管路系统",900,1,
923,"43.060.30","Cooling systems. Lubricating systems","冷却系统、润滑系统",900,1,"Antifreezes, see 71.100.45 
Lubricants, see 75.100"
924,"43.060.40","Fuel systems","燃油系统",900,1,
925,"43.060.50","Electrical and electronic equipment. Control systems","电气设备、控制系统",900,1,"Including ignition systems and starter motors"
926,"43.060.99","Other components and systems of internal combustion engines","其他内燃机装置和组件",900,1,
928,"43.080.01","Commercial vehicles in general","商用车辆综合",901,1,
929,"43.080.10","Trucks and trailers","卡车和挂车",901,1,"Including tanker trucks and loading compartments 
Industrial trucks, see 53.060"
930,"43.080.20","Buses","客车",901,1,
931,"43.080.99","Other commercial vehicles","其他商用车辆",901,1,
938,"45.020","Railway engineering in general","铁路工程综合",19,1,"Railway traffic, see 03.220.30 
Construction of railways, see 93.100"
939,"45.040","Materials and components for railway engineering","铁路工程材料和零件",19,1,
940,"45.060","Railway rolling stock","铁路车辆",19,1,"Including materials, components, electric and electronic equipment for railway rolling stock"
941,"45.080","Rails and railway components","钢轨和线路构件",19,1,"Including track components"
942,"45.100","Cableway equipment","架空索道设备",19,1,"Including ropeway equipment"
943,"45.120","Metro, tram and light rail equipment","铁路/架空索道建筑和维护设备",19,1,
947,"45.060.01","Railway rolling stock in general","铁路车辆综合",940,1,
948,"45.060.10","Tractive stock","机车",940,1,"Electric traction equipment, see 29.280"
949,"45.060.20","Trailing stock","车辆",940,1,"Including tank wagons"
953,"47.020","Shipbuilding and marine structures in general","船舶和海上建筑物综合",20,1,"Including offshore structures, except offshore structures for petroleum and natural gas industries, and seabed mining 
Water transport, see 03.220.40 
Offshore structures for seabed mining, see 73.100.30 
Offshore structures for petroleum and natural gas industries, see 75.180.10"
954,"47.040","Seagoing vessels","远洋轮",20,1,"Including their systems and components"
955,"47.060","Inland navigation vessels","内河船",20,1,"Including their systems and components"
956,"47.080","Small craft","小型船",20,1,"Including small craft systems and components, and life-saving appliances 
Personal flotation devices (life jackets), see 13.340.70"
958,"47.020.01","General standards related to shipbuilding and marine structures","造船和海上建筑通用标准",953,1,
959,"47.020.05","Materials and components for shipbuilding","造船用材料和零件",953,1,
960,"47.020.10","Hulls and their structure elements","船体及其构件",953,1,
961,"47.020.20","Marine engines and propulsion systems","船用发动机和推进系统",953,1,"Standards for internal combustion engines for general use, see 27.020"
962,"47.020.30","Piping systems","管路系统",953,1,
963,"47.020.40","Lifting and cargo handling equipment","起重设备和货物搬运设备",953,1,
964,"47.020.50","Deck equipment and installations","甲板设备和装置",953,1,
965,"47.020.60","Electrical equipment of ships and of marine structures","船用电气设备",953,1,
966,"47.020.70","Navigation and control equipment","导航和控制设备",953,1,
967,"47.020.80","Accommodation spaces","起居舱室",953,1,
968,"47.020.85","Cargo spaces","货舱",953,1,"Including tanks and tankers"
969,"47.020.90","Marine ventilation, air conditioning and heating systems","船用通风、空气调节和供热系统",953,1,
970,"47.020.99","Other standards related to shipbuilding and marine structures","有关造船和海上建筑的其他标准",953,1,
974,"49.020","Aircraft and space vehicles in general","航空器与航天器综合",21,1,"Including aircraft performance, flight dynamics, etc. 
Air transport, see 03.220.50"
975,"49.025","Materials for aerospace construction","航空航天制造用材料",21,1,
976,"49.030","Fasteners for aerospace construction","航空航天制造用紧固件",21,1,"Fasteners for general use, see 21.060"
977,"49.035","Components for aerospace construction","航空航天用零部件",21,1,"Including bearings, rod ends and other mechanical components 
Tyres for aircraft, see 83.160.20"
978,"49.040","Coatings and related processes used in aerospace industry","有关航空航天制造用涂覆与有关工艺",21,1,"Coatings for general use, see 25.220"
979,"49.045","Structure and structure elements","结构和结构元件",21,1,
980,"49.050","Aerospace engines and propulsion systems","航空航天发动机和推进系统",21,1,
981,"49.060","Aerospace electric equipment and systems","航空航天用电气设备与系统",21,1,"Including Avionics"
982,"49.080","Aerospace fluid systems and components","航空航天用流体系统和零部件",21,1,
983,"49.090","On-board equipment and instruments","机上设备和仪器",21,1,"Including navigation instruments and telecommunications equipment"
984,"49.095","Passenger and cabin equipment","客运设备和座舱设备",21,1,
985,"49.100","Ground service and maintenance equipment","地面服务和维修设备",21,1,
986,"49.120","Cargo equipment","货运设备",21,1,"Air mode containers, pallets and nets, see 55.180.30"
987,"49.140","Space systems and operations","航天系统和操作装置",21,1,"Including space data and information transfer systems, and ground support equipment for launch site operations"
990,"49.025.01","Materials for aerospace construction in general","航空航天制造用材料综合",975,1,
991,"49.025.05","Ferrous alloys in general","黑色金属合金综合",975,1,
992,"49.025.10","Steels","钢",975,1,
993,"49.025.15","Non-ferrous alloys in general","有色金属合金综合",975,1,
994,"49.025.20","Aluminium","铝",975,1,
995,"49.025.30","Titanium","钛",975,1,
996,"49.025.40","Rubber and plastics","橡胶和塑料",975,1,
997,"49.025.50","Adhesives","粘合剂",975,1,
998,"49.025.60","Textiles","织物",975,1,"Including textile glass and coated fabrics"
999,"49.025.99","Other materials","其他材料",975,1,
1001,"49.030.01","Fasteners in general","紧固件综合",976,1,
1002,"49.030.10","Screw threads","螺纹",976,1,"Screw threads for general use, see 21.040"
1003,"49.030.20","Bolts, screws, studs","螺栓、螺钉、螺柱",976,1,
1004,"49.030.30","Nuts","螺母",976,1,
1005,"49.030.40","Pins, nails","销钉、铁钉",976,1,
1006,"49.030.50","Washers and other locking elements","垫圈和其他锁紧元件",976,1,
1007,"49.030.60","Rivets","铆钉",976,1,
1008,"49.030.99","Other fasteners","其他紧固件",976,1,
1020,"53.020","Lifting equipment","起重设备",22,1,"Lifting equipment for shipbuilding, see 47.020.40 
Lifts and escalators, see 91.140.90"
1021,"53.040","Continuous handling equipment","连续搬运设备",22,1,
1022,"53.060","Industrial trucks","工业车辆",22,1,"Including fork-lift trucks, sliding platforms, etc. 
Trucks and trailers, see 43.080.10"
1023,"53.080","Storage equipment","储藏设备",22,1,"Including loading devices, shelves, etc. 
Storing and warehousing, see 55.220 
Installations for storage of agricultural produce, see 65.040.20 
Shelving for shops, see 97.130.10"
1024,"53.100","Earth-moving machinery","土方机械",22,1,"Including tractors, excavators, loaders, graders, etc."
1025,"53.120","Equipment for manual handling","手工搬运工具",22,1,"Including shovels, spades, crowbars, picks, etc."
1027,"53.020.01","Lifting appliances in general","起重设备综合",1020,1,"Lifting platforms for disabled people, see 11.180.10"
1028,"53.020.20","Cranes","起重机",1020,1,"Including mobile cranes, tower cranes, jib cranes, bridge cranes, etc."
1029,"53.020.30","Accessories for lifting equipment","起重设备附件",1020,1,"Including lifting hooks, shackles, link chains, wire ropes, etc. 
Wire ropes and link chains for general use, see 77.140.65"
1030,"53.020.99","Other lifting equipment","其他起重设备",1020,1,"Including elevating work platforms"
1032,"53.040.01","Continuous handling equipment in general","连续搬运设备综合",1021,1,
1033,"53.040.10","Conveyors","输送机",1021,1,
1034,"53.040.20","Components for conveyors","输送机零部件",1021,1,"Including conveyor belts, chains, chain wheels, etc."
1035,"53.040.30","Pneumatic transport and its components","气动运输及其零部件",1021,1,
1036,"53.040.99","Other continuous handling equipment","其他连续搬运设备",1021,1,
1062,"59.020","Processes of the textile industry","纺织工艺",24,1,
1063,"59.040","Textile auxiliary materials","纺织辅助材料",24,1,"Including feathers and down 
Surface active agents, see 71.100.40"
1064,"59.060","Textile fibres","纺织纤维",24,1,
1065,"59.080","Products of the textile industry","纺织产品",24,1,"Materials for the reinforcement of composites, see 59.100 
Fishing nets, see 65.150 
Upholstery, see 97.140 
Textile floor coverings, see 97.150 
Home textiles and linen, see 97.160"
1066,"59.100","Materials for the reinforcement of composites","复合增强材料",24,1,
1067,"59.120","Textile machinery","纺织机械",24,1,
1068,"59.140","Leather technology","皮革技术",24,1,"Including fur and imitation leather 
Footwear, see 61.060 
Sewing machines and machines for footwear production, see 61.080"
1072,"59.060.01","Textile fibres in general","纺织纤维综合",1064,1,"Including mixtures of fibres"
1073,"59.060.10","Natural fibres","天然纤维",1064,1,
1074,"59.060.20","Man-made fibres","人造纤维",1064,1,
1075,"59.060.30","Mineral and metal fibres","矿物纤维和金属纤维",1064,1,
1076,"59.060.99","Other textile fibres","其他纺织纤维",1064,1,
1078,"59.080.01","Textiles in general","纺织产品综合",1065,1,"Including colour fastness of textiles"
1079,"59.080.20","Yarns","纱线",1065,1,"Including plied yarns, textured yarns, threads"
1080,"59.080.30","Textile fabrics","纺织物",1065,1,"Including nonwovens, felts, lace, etc."
1081,"59.080.40","Coated fabrics","涂覆织物",1065,1,
1082,"59.080.50","Ropes","绳",1065,1,"Including strings, straps, bands 
Wire ropes for lifting, see 53.020.30 
Steel wire ropes, see 77.140.65"
1083,"59.080.60","Geotextiles","铺地织物",1065,1,"Including geosynthetics"
1084,"59.080.70","Smart textiles","土工布",1065,1,
1085,"59.080.99","Other products of the textile industry","其他纺织产品标准",1065,1,
1087,"59.100.01","Materials for the reinforcement of composites in general","复合增强材料综合",1066,1,
1088,"59.100.10","Textile glass materials","纺织玻璃纤维材料",1066,1,
1089,"59.100.20","Carbon materials","碳素材料",1066,1,
1090,"59.100.30","Aramide materials","聚芳基酰胺材料",1066,1,
1091,"59.100.99","Other materials for the reinforcement of composites","其他复合增强材料",1066,1,
1093,"59.120.01","Textile machinery in general","纺织机械综合",1067,1,
1094,"59.120.10","Spinning, twisting and texturing machines","纺纱、加捻和卷曲变形机械",1067,1,"Including machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning"
1095,"59.120.20","Winding machines and equipment","络纱机器和设备",1067,1,"Including machines and equipment for reeling, balling, warping, sizing, beaming, etc. of yarns"
1096,"59.120.30","Looms. Weaving machines","织机、织造机器",1067,1,
1097,"59.120.40","Knitting machines","针织机械",1067,1,"Including household knitting machines"
1098,"59.120.50","Dyeing and finishing equipment","印染和整理机械设备",1067,1,"Laundry appliances, see 97.060"
1099,"59.120.99","Other textile machinery","其他纺织机械",1067,1,
1101,"59.140.01","Leather technology in general","皮革技术综合",1068,1,
1102,"59.140.10","Processes and auxiliary materials","加工和辅助材料",1068,1,
1103,"59.140.20","Raw skins, hides and pelts","原皮、生皮和毛皮",1068,1,
1104,"59.140.30","Leather and furs","皮革和裘皮",1068,1,
1105,"59.140.35","Leather products","皮革制品",1068,1,"Including trunks, suitcases, handbags, purses, wallets, dog-collars, etc. made of materials other than leather 
Products of the clothing industry, see 61"
1106,"59.140.40","Machines and equipment for leather and fur production","皮革和毛皮加工机械和设备",1068,1,
1107,"59.140.99","Other standards related to leather technology","有关皮革技术的其他标准",1068,1,
1108,"61.020","Clothes","服装",25,1,"Including underwear, nightwear, knitwear, military clothing, hosiery, etc. and their labelling and size coding schemes 
Medical garments, see 11.140 
Protective clothing, see 13.340.10"
1109,"61.040","Headgear. Clothing accessories. Fastening of clothing","帽子、服饰品、衣扣",25,1,"Including ties, gloves, scarves, handkerchiefs, belts, braces, buttons, zip-fasteners, umbrellas, etc. 
Protective headgear, see 13.340.20 
Protective gloves, see 13.340.40"
1110,"61.060","Footwear","鞋袜",25,1,"Including shoelaces 
Protective footwear, see 13.340.50"
1111,"61.080","Sewing machines and other equipment for the clothing industry","服装工业用缝纫机和其他设备",25,1,"Including household sewing machines 
Washing machines, driers, ironing and pressing appliances, see 97.060"
1116,"65.020","Farming and forestry","农业和林业",26,1,"Pedology, soil analysis, see 13.080 
Logging, see 79.020"
1117,"65.040","Farm buildings, structures and installations","农用建筑物、结构和装置",26,1,
1118,"65.060","Agricultural machines, implements and equipment","农业机械、工具和设备",26,1,"Tyres for agricultural machinery, see 83.160.30"
1119,"65.080","Fertilizers","肥料",26,1,"Including soil conditioners and culture medium"
1120,"65.100","Pesticides and other agrochemicals","杀虫剂和其他农用化工产品",26,1,
1121,"65.120","Animal feeding stuffs","饲料",26,1,"Microbiology of animal feeding stuffs, see 07.100.30"
1122,"65.140","Beekeeping","养蜂",26,1,"Including equipment and installations for beekeeping 
Honey, see 67.180.10"
1123,"65.145","Hunting","狩猎",26,1,"Including equipment and installations for hunting"
1124,"65.150","Fishing and fish breeding","捕捞和水产养殖",26,1,"Including hunting of marine mammals and reptiles, collection and breeding of aquatic molluscs and other marine products, equipment and installations for fishing and fish breeding, etc. 
Water for fish breeding, see 13.060.25 
Fish and fishery products, see 67.120.30"
1125,"65.160","Tobacco, tobacco products and related equipment","烟草、烟草制品和烟草工业设备",26,1,
1127,"65.020.01","Farming and forestry in general","农业和林业综合",1116,1,
1128,"65.020.20","Plant growing","植物栽培",1116,1,"Including horticulture, floriculture, seeds, plant diseases"
1129,"65.020.30","Animal husbandry and breeding","动物饲养和繁殖",1116,1,"Including sanitary inspection 
Veterinary medicine, see 11.220"
1130,"65.020.40","Landscaping and silviculture","绿化和造林",1116,1,
1131,"65.020.99","Other standards related to farming and forestry","其他有关农业和林业的标准",1116,1,
1133,"65.040.01","Farm buildings and installations in general","农用建筑物和装置综合",1117,1,
1134,"65.040.10","Livestock buildings, installations and equipment","家畜建筑物、装置和设备",1117,1,"Including milking machines"
1135,"65.040.20","Buildings and installations for processing and storage of agricultural produce","农产品加工和贮存用建筑物和装置",1117,1,"Including slaughterhouses and related equipment"
1136,"65.040.30","Greenhouses and other installations","温室和其他装置",1117,1,
1137,"65.040.99","Other standards related to farm buildings and installations","有关农用建筑物和装置的其他标准",1117,1,
1139,"65.060.01","Agricultural machines and equipment in general","农业机械和设备综合",1118,1,
1140,"65.060.10","Agricultural tractors and trailed vehicles","农业拖拉机和牵引车辆",1118,1,
1141,"65.060.20","Soil-working equipment","耕作机械",1118,1,
1142,"65.060.25","Equipment for storage, preparation and distribution of fertilizers","肥料储存、制备和播撒设备",1118,1,
1143,"65.060.30","Sowing and planting equipment","播种和种植设备",1118,1,
1144,"65.060.35","Irrigation and drainage equipment","灌溉和排放设备",1118,1,
1145,"65.060.40","Plant care equipment","植保设备",1118,1,
1146,"65.060.50","Harvesting equipment","收获设备",1118,1,
1147,"65.060.60","Viticultural and wine-making equipment","葡萄栽培和酿酒设备",1118,1,
1148,"65.060.70","Horticultural equipment","园艺设备",1118,1,"Including lawnmowers, equipment for olive cultivation and olive production"
1149,"65.060.80","Forestry equipment","林业设备",1118,1,"Including chain- and brush-saws"
1150,"65.060.99","Other agricultural machines and equipment","其他农业机械和设备",1118,1,
1153,"65.100.01","Pesticides and other agrochemicals in general","杀虫剂和其他农用化工产品综合",1120,1,
1154,"65.100.10","Insecticides","杀虫剂",1120,1,"Wood-protecting chemicals, see 71.100.50"
1155,"65.100.20","Herbicides","除草剂",1120,1,
1156,"65.100.30","Fungicides","杀真菌剂",1120,1,"Wood-protecting chemicals, see 71.100.50"
1157,"65.100.99","Other pesticides and agrochemicals","其他杀虫剂和农用化工产品",1120,1,
1163,"67.020","Processes in the food industry","食品工艺",27,1,"Including food hygiene and food safety"
